state,district,year_cleaned,crop,production,yield,annual_rainfall
Madhya Pradesh,MANDSAUR,2006,Potato,741.0,16.108695652173914,1169.2
Madhya Pradesh,MORENA,2004,Potato,4811.0,12.179746835443035,848.1
Madhya Pradesh,MORENA,2005,Potato,7244.0,13.052252252252252,752.2
Madhya Pradesh,MORENA,2006,Potato,11435.0,12.5109409190372,1169.2
Madhya Pradesh,NARSINGHPUR,2004,Potato,13062.0,22.101522842639596,848.1
Madhya Pradesh,NARSINGHPUR,2005,Potato,13101.0,21.164781906300483,752.2
Madhya Pradesh,NARSINGHPUR,2006,Potato,11507.0,20.998175182481752,1169.2
Madhya Pradesh,NEEMUCH,2005,Potato,23.0,11.5,752.2
Madhya Pradesh,NEEMUCH,2006,Potato,56.0,18.666666666666668,1169.2
Madhya Pradesh,PANNA,2004,Potato,6196.0,9.834920634920636,848.1
Madhya Pradesh,PANNA,2005,Potato,3901.0,6.182250396196514,752.2
Madhya Pradesh,PANNA,2006,Potato,3478.0,6.134038800705468,1169.2
Madhya Pradesh,RAISEN,2004,Potato,3084.0,18.357142857142858,848.1
Madhya Pradesh,RAISEN,2005,Potato,2898.0,15.580645161290322,752.2
Madhya Pradesh,RAISEN,2006,Potato,3278.0,15.462264150943396,1169.2
Madhya Pradesh,RAJGARH,2004,Potato,14379.0,18.845347313237223,848.1
Madhya Pradesh,RAJGARH,2005,Potato,7627.0,12.281803542673108,752.2
Madhya Pradesh,RAJGARH,2006,Potato,9809.0,16.321131447587355,1169.2
Madhya Pradesh,RATLAM,2004,Potato,6621.0,23.902527075812277,848.1
Madhya Pradesh,RATLAM,2005,Potato,5395.0,19.547101449275363,752.2
Madhya Pradesh,RATLAM,2006,Potato,2987.0,19.39610389610389,1169.2
Madhya Pradesh,REWA,2004,Potato,12270.0,8.891304347826088,848.1
Madhya Pradesh,REWA,2005,Potato,15182.0,11.187914517317612,752.2
Madhya Pradesh,REWA,2006,Potato,13916.0,9.98994974874372,1169.2
Madhya Pradesh,SAGAR,2004,Potato,20273.0,10.68687401159726,848.1
Madhya Pradesh,SAGAR,2005,Potato,18600.0,9.763779527559056,752.2
Madhya Pradesh,SAGAR,2006,Potato,19703.0,9.686823992133728,1169.2
Madhya Pradesh,SATNA,2004,Potato,19213.0,10.721540178571429,848.1
Madhya Pradesh,SATNA,2005,Potato,17941.0,9.703082747431043,752.2
Madhya Pradesh,SATNA,2006,Potato,12831.0,7.220596510973551,1169.2
Madhya Pradesh,SEHORE,2004,Potato,2111.0,16.753968253968253,848.1
Madhya Pradesh,SEHORE,2005,Potato,147.0,10.5,752.2
Madhya Pradesh,SEHORE,2006,Potato,1385.0,11.73728813559322,1169.2
Madhya Pradesh,SEONI,2004,Potato,16261.0,23.66957787481805,848.1
Madhya Pradesh,SEONI,2005,Potato,17020.0,21.51706700379267,752.2
Madhya Pradesh,SEONI,2006,Potato,16258.0,19.92401960784314,1169.2
Madhya Pradesh,SHAHDOL,2004,Potato,5443.0,10.929718875502008,848.1
Madhya Pradesh,SHAHDOL,2005,Potato,5780.0,10.703703703703704,752.2
Madhya Pradesh,SHAHDOL,2006,Potato,6201.0,10.618150684931509,1169.2
Madhya Pradesh,SHAJAPUR,2004,Potato,64196.0,15.63468095470044,848.1
Madhya Pradesh,SHAJAPUR,2005,Potato,46094.0,12.380875637926405,752.2
Madhya Pradesh,SHAJAPUR,2006,Potato,61281.0,15.354798296166374,1169.2
Madhya Pradesh,SHEOPUR,2004,Potato,256.0,12.19047619047619,848.1
Madhya Pradesh,SHEOPUR,2005,Potato,1535.0,14.212962962962964,752.2
Madhya Pradesh,SHEOPUR,2006,Potato,46.0,9.2,1169.2
Madhya Pradesh,SHIVPURI,2004,Potato,5787.0,14.725190839694656,848.1
Madhya Pradesh,SHIVPURI,2005,Potato,4298.0,11.71117166212534,752.2
Madhya Pradesh,SHIVPURI,2006,Potato,4089.0,11.616477272727272,1169.2
Madhya Pradesh,SIDHI,2004,Potato,23085.0,14.437148217636022,848.1
Madhya Pradesh,SIDHI,2005,Potato,19944.0,12.465,752.2
Madhya Pradesh,SIDHI,2006,Potato,17715.0,10.874769797421733,1169.2
Madhya Pradesh,TIKAMGARH,2004,Potato,12863.0,9.181299072091363,848.1
Madhya Pradesh,TIKAMGARH,2005,Potato,11948.0,9.73757131214344,752.2
Madhya Pradesh,TIKAMGARH,2006,Potato,9783.0,9.65745310957552,1169.2
Madhya Pradesh,UJJAIN,2004,Potato,43154.0,19.08624502432552,848.1
Madhya Pradesh,UJJAIN,2005,Potato,19726.0,15.520062942564907,752.2
Madhya Pradesh,UJJAIN,2006,Potato,28162.0,17.182428309945088,1169.2
Madhya Pradesh,UMARIA,2004,Potato,3411.0,11.968421052631578,848.1
Madhya Pradesh,UMARIA,2005,Potato,3047.0,11.039855072463768,752.2
Madhya Pradesh,UMARIA,2006,Potato,3091.0,10.585616438356164,1169.2
Madhya Pradesh,VIDISHA,2004,Potato,1623.0,13.638655462184872,848.1
Madhya Pradesh,VIDISHA,2005,Potato,1341.0,12.30275229357798,752.2
Madhya Pradesh,VIDISHA,2006,Potato,1926.0,11.672727272727272,1169.2
Madhya Pradesh,BALAGHAT,2004,Ragi,88.0,0.2674772036474164,848.1
Madhya Pradesh,BALAGHAT,2005,Ragi,111.0,0.2674698795180723,752.2
Madhya Pradesh,CHHINDWARA,2005,Ragi,1.0,0.5,752.2
Madhya Pradesh,DHAR,2004,Ragi,3.0,0.3,848.1
Madhya Pradesh,JABALPUR,2004,Ragi,17.0,0.34,848.1
Madhya Pradesh,MANDLA,2004,Ragi,1.0,0.3333333333333333,848.1
Madhya Pradesh,MANDLA,2005,Ragi,,0.0,752.2
Madhya Pradesh,SAGAR,2004,Ragi,3.0,0.2727272727272727,848.1
Madhya Pradesh,SIDHI,2005,Ragi,1.0,0.5,752.2
Madhya Pradesh,ANUPPUR,2004,Rapeseed &Mustard,2821.0,0.3087784588441331,848.1
Madhya Pradesh,ANUPPUR,2005,Rapeseed &Mustard,3307.0,0.3565498652291105,752.2
Madhya Pradesh,ANUPPUR,2006,Rapeseed &Mustard,3169.0,0.3472876712328767,1169.2
Madhya Pradesh,ASHOKNAGAR,2004,Rapeseed &Mustard,2253.0,0.7913593256059009,848.1
Madhya Pradesh,ASHOKNAGAR,2005,Rapeseed &Mustard,7082.0,0.7804716773198148,752.2
Madhya Pradesh,ASHOKNAGAR,2006,Rapeseed &Mustard,6118.0,0.8833381461160843,1169.2
Madhya Pradesh,BALAGHAT,2004,Rapeseed &Mustard,2539.0,0.7722019464720195,848.1
Madhya Pradesh,BALAGHAT,2005,Rapeseed &Mustard,2712.0,0.7733105218135158,752.2
Madhya Pradesh,BALAGHAT,2006,Rapeseed &Mustard,2737.0,0.7688202247191012,1169.2
Madhya Pradesh,BARWANI,2004,Rapeseed &Mustard,3.0,0.5,848.1
Madhya Pradesh,BETUL,2004,Rapeseed &Mustard,2233.0,0.7794066317626527,848.1
Madhya Pradesh,BETUL,2005,Rapeseed &Mustard,3668.0,0.9021151008362026,752.2
Madhya Pradesh,BETUL,2006,Rapeseed &Mustard,4106.0,0.8432943109468063,1169.2
Madhya Pradesh,BHIND,2004,Rapeseed &Mustard,125361.0,0.9330023890505572,848.1
Madhya Pradesh,BHIND,2005,Rapeseed &Mustard,187185.0,1.244002126669768,752.2
Madhya Pradesh,BHIND,2006,Rapeseed &Mustard,130826.0,0.8629968006860385,1169.2
Madhya Pradesh,BHOPAL,2004,Rapeseed &Mustard,140.0,0.8333333333333334,848.1
Madhya Pradesh,BHOPAL,2005,Rapeseed &Mustard,157.0,0.8532608695652174,752.2
Madhya Pradesh,BHOPAL,2006,Rapeseed &Mustard,152.0,0.8994082840236687,1169.2
Madhya Pradesh,BURHANPUR,2004,Rapeseed &Mustard,,0.0,848.1
Madhya Pradesh,BURHANPUR,2005,Rapeseed &Mustard,2.0,1.0,752.2
Madhya Pradesh,BURHANPUR,2006,Rapeseed &Mustard,4.0,0.6666666666666666,1169.2
Madhya Pradesh,CHHATARPUR,2004,Rapeseed &Mustard,4772.0,0.3596894550388181,848.1
Madhya Pradesh,CHHATARPUR,2005,Rapeseed &Mustard,5593.0,0.321658615136876,752.2
Madhya Pradesh,CHHATARPUR,2006,Rapeseed &Mustard,3205.0,0.2582802804416149,1169.2
Madhya Pradesh,CHHINDWARA,2004,Rapeseed &Mustard,284.0,0.5867768595041323,848.1
Madhya Pradesh,CHHINDWARA,2005,Rapeseed &Mustard,285.0,0.5210237659963437,752.2
Madhya Pradesh,CHHINDWARA,2006,Rapeseed &Mustard,317.0,0.6131528046421664,1169.2
Madhya Pradesh,DAMOH,2004,Rapeseed &Mustard,473.0,0.7413793103448276,848.1
Madhya Pradesh,DAMOH,2005,Rapeseed &Mustard,581.0,0.7685185185185185,752.2
Madhya Pradesh,DAMOH,2006,Rapeseed &Mustard,489.0,0.7386706948640483,1169.2
Madhya Pradesh,DATIA,2004,Rapeseed &Mustard,6938.0,0.599498833491748,848.1
Madhya Pradesh,DATIA,2005,Rapeseed &Mustard,8650.0,0.6418342361059582,752.2
Madhya Pradesh,DATIA,2006,Rapeseed &Mustard,4704.0,0.5266457680250783,1169.2
Madhya Pradesh,DEWAS,2004,Rapeseed &Mustard,42.0,1.024390243902439,848.1
Madhya Pradesh,DEWAS,2005,Rapeseed &Mustard,427.0,0.9065817409766456,752.2
Madhya Pradesh,DEWAS,2006,Rapeseed &Mustard,474.0,1.0486725663716814,1169.2
Madhya Pradesh,DHAR,2004,Rapeseed &Mustard,179.0,0.6884615384615385,848.1
Madhya Pradesh,DHAR,2005,Rapeseed &Mustard,319.0,0.6030245746691871,752.2
Madhya Pradesh,DHAR,2006,Rapeseed &Mustard,144.0,0.7578947368421053,1169.2
Madhya Pradesh,DINDORI,2004,Rapeseed &Mustard,12901.0,0.7293645409317051,848.1
Madhya Pradesh,DINDORI,2005,Rapeseed &Mustard,9963.0,0.5581512605042017,752.2
Madhya Pradesh,DINDORI,2006,Rapeseed &Mustard,10125.0,0.5975919258690905,1169.2
Madhya Pradesh,GUNA,2004,Rapeseed &Mustard,7866.0,0.7913480885311871,848.1
Madhya Pradesh,GUNA,2005,Rapeseed &Mustard,22310.0,0.8405545927209706,752.2
Madhya Pradesh,GUNA,2006,Rapeseed &Mustard,15763.0,0.8357457186787551,1169.2
Madhya Pradesh,GWALIOR,2004,Rapeseed &Mustard,63841.0,0.8899933084258072,848.1
Madhya Pradesh,GWALIOR,2005,Rapeseed &Mustard,65834.0,0.9710029498525072,752.2
Madhya Pradesh,GWALIOR,2006,Rapeseed &Mustard,40644.0,0.7310071942446044,1169.2
Madhya Pradesh,HARDA,2004,Rapeseed &Mustard,128.0,0.920863309352518,848.1
Madhya Pradesh,HARDA,2005,Rapeseed &Mustard,57.0,0.7808219178082192,752.2
Madhya Pradesh,HARDA,2006,Rapeseed &Mustard,53.0,1.0,1169.2
Madhya Pradesh,HOSHANGABAD,2004,Rapeseed &Mustard,59.0,0.8939393939393939,848.1
Madhya Pradesh,HOSHANGABAD,2005,Rapeseed &Mustard,287.0,0.8885448916408669,752.2
Madhya Pradesh,HOSHANGABAD,2006,Rapeseed &Mustard,56.0,0.8888888888888888,1169.2
Madhya Pradesh,INDORE,2004,Rapeseed &Mustard,623.0,0.8938307030129125,848.1
Madhya Pradesh,INDORE,2005,Rapeseed &Mustard,594.0,0.8596237337192475,752.2
Madhya Pradesh,INDORE,2006,Rapeseed &Mustard,679.0,1.0119225037257824,1169.2
Madhya Pradesh,JABALPUR,2004,Rapeseed &Mustard,3884.0,1.0250725785167591,848.1
Madhya Pradesh,JABALPUR,2005,Rapeseed &Mustard,5312.0,1.0266718206416698,752.2
Madhya Pradesh,JABALPUR,2006,Rapeseed &Mustard,3890.0,0.9380274897516276,1169.2
Madhya Pradesh,JHABUA,2004,Rapeseed &Mustard,2.0,0.5,848.1
Madhya Pradesh,JHABUA,2005,Rapeseed &Mustard,3.0,0.6,752.2
Madhya Pradesh,JHABUA,2006,Rapeseed &Mustard,,0.0,1169.2
Madhya Pradesh,KATNI,2004,Rapeseed &Mustard,1350.0,0.6008010680907877,848.1
Madhya Pradesh,KATNI,2005,Rapeseed &Mustard,1087.0,0.49096657633243,752.2
Madhya Pradesh,KATNI,2006,Rapeseed &Mustard,908.0,0.4069923800986105,1169.2
Madhya Pradesh,KHANDWA,2004,Rapeseed &Mustard,11.0,0.6111111111111112,848.1
Madhya Pradesh,KHANDWA,2005,Rapeseed &Mustard,11.0,0.6470588235294118,752.2
Madhya Pradesh,KHANDWA,2006,Rapeseed &Mustard,11.0,0.7857142857142857,1169.2
Madhya Pradesh,KHARGONE,2004,Rapeseed &Mustard,12.0,0.4285714285714285,848.1
Madhya Pradesh,KHARGONE,2005,Rapeseed &Mustard,12.0,0.4615384615384615,752.2
Madhya Pradesh,KHARGONE,2006,Rapeseed &Mustard,15.0,0.6,1169.2
Madhya Pradesh,MANDLA,2004,Rapeseed &Mustard,13337.0,0.8222564734895191,848.1
Madhya Pradesh,MANDLA,2005,Rapeseed &Mustard,13296.0,0.8234346937511612,752.2
Madhya Pradesh,MANDLA,2006,Rapeseed &Mustard,11601.0,0.8187014820042343,1169.2
Madhya Pradesh,MANDSAUR,2004,Rapeseed &Mustard,51576.0,1.0725559922640215,848.1
Madhya Pradesh,MANDSAUR,2005,Rapeseed &Mustard,35988.0,0.8505388542257516,752.2
Madhya Pradesh,MANDSAUR,2006,Rapeseed &Mustard,63139.0,1.0916525467685605,1169.2
Madhya Pradesh,MORENA,2004,Rapeseed &Mustard,202691.0,1.2820024667151575,848.1
Madhya Pradesh,MORENA,2005,Rapeseed &Mustard,222767.0,1.4739993780230396,752.2
Madhya Pradesh,MORENA,2006,Rapeseed &Mustard,195348.0,1.33099858279734,1169.2
Madhya Pradesh,NARSINGHPUR,2004,Rapeseed &Mustard,293.0,1.1626984126984128,848.1
Madhya Pradesh,NARSINGHPUR,2005,Rapeseed &Mustard,251.0,1.2184466019417477,752.2
Madhya Pradesh,NARSINGHPUR,2006,Rapeseed &Mustard,170.0,1.1888111888111887,1169.2
Madhya Pradesh,NEEMUCH,2004,Rapeseed &Mustard,32829.0,1.1173167245252196,848.1
Madhya Pradesh,NEEMUCH,2005,Rapeseed &Mustard,40222.0,0.9697422667984666,752.2
Madhya Pradesh,NEEMUCH,2006,Rapeseed &Mustard,27351.0,0.8900133415769093,1169.2
Madhya Pradesh,PANNA,2004,Rapeseed &Mustard,1111.0,0.3702099300233256,848.1
Madhya Pradesh,PANNA,2005,Rapeseed &Mustard,1297.0,0.3927922471229558,752.2
Madhya Pradesh,PANNA,2006,Rapeseed &Mustard,1010.0,0.3735207100591716,1169.2
Madhya Pradesh,RAISEN,2004,Rapeseed &Mustard,190.0,1.021505376344086,848.1
Madhya Pradesh,RAISEN,2005,Rapeseed &Mustard,355.0,1.0289855072463767,752.2
Madhya Pradesh,RAISEN,2006,Rapeseed &Mustard,312.0,1.0196078431372548,1169.2
Madhya Pradesh,RAJGARH,2004,Rapeseed &Mustard,639.0,0.7526501766784452,848.1
Madhya Pradesh,RAJGARH,2005,Rapeseed &Mustard,954.0,0.6280447662936142,752.2
Madhya Pradesh,RAJGARH,2006,Rapeseed &Mustard,1431.0,0.8610108303249098,1169.2
Madhya Pradesh,RATLAM,2004,Rapeseed &Mustard,16074.0,1.4097526749693037,848.1
Madhya Pradesh,RATLAM,2005,Rapeseed &Mustard,21971.0,1.4409102833158447,752.2
Madhya Pradesh,RATLAM,2006,Rapeseed &Mustard,16945.0,1.4327386488543163,1169.2
Madhya Pradesh,REWA,2004,Rapeseed &Mustard,881.0,0.3089060308555399,848.1
Madhya Pradesh,REWA,2005,Rapeseed &Mustard,1127.0,0.4184923876717416,752.2
Madhya Pradesh,REWA,2006,Rapeseed &Mustard,886.0,0.357546408393866,1169.2
Madhya Pradesh,SAGAR,2004,Rapeseed &Mustard,562.0,0.6845310596833131,848.1
Madhya Pradesh,SAGAR,2005,Rapeseed &Mustard,643.0,0.6594871794871795,752.2
Madhya Pradesh,SAGAR,2006,Rapeseed &Mustard,646.0,0.6578411405295316,1169.2
Madhya Pradesh,SATNA,2004,Rapeseed &Mustard,977.0,0.371765601217656,848.1
Madhya Pradesh,SATNA,2005,Rapeseed &Mustard,909.0,0.3502890173410404,752.2
Madhya Pradesh,SATNA,2006,Rapeseed &Mustard,581.0,0.2598389982110912,1169.2
Madhya Pradesh,SEHORE,2004,Rapeseed &Mustard,115417.0,1.340717422112771,848.1
Madhya Pradesh,SEHORE,2005,Rapeseed &Mustard,44.0,0.7096774193548387,752.2
Madhya Pradesh,SEHORE,2006,Rapeseed &Mustard,47.0,0.7121212121212122,1169.2
Madhya Pradesh,SEONI,2004,Rapeseed &Mustard,811.0,0.6669407894736842,848.1
Madhya Pradesh,SEONI,2005,Rapeseed &Mustard,998.0,0.7549167927382754,752.2
Madhya Pradesh,SEONI,2006,Rapeseed &Mustard,856.0,0.7622439893143366,1169.2
Madhya Pradesh,SHAHDOL,2004,Rapeseed &Mustard,1506.0,0.3399548532731377,848.1
Madhya Pradesh,SHAHDOL,2005,Rapeseed &Mustard,1678.0,0.3784393324312133,752.2
Madhya Pradesh,SHAHDOL,2006,Rapeseed &Mustard,1342.0,0.3473983950297696,1169.2
Madhya Pradesh,SHAJAPUR,2004,Rapeseed &Mustard,3105.0,1.0120599739243807,848.1
Madhya Pradesh,SHAJAPUR,2005,Rapeseed &Mustard,2555.0,0.7912666460204397,752.2
Madhya Pradesh,SHAJAPUR,2006,Rapeseed &Mustard,5909.0,1.0698895527792869,1169.2
Madhya Pradesh,SHEOPUR,2004,Rapeseed &Mustard,44.0,0.7096774193548387,848.1
Madhya Pradesh,SHEOPUR,2005,Rapeseed &Mustard,105536.0,1.1789229102201768,752.2
Madhya Pradesh,SHEOPUR,2006,Rapeseed &Mustard,95896.0,1.1721507847259571,1169.2
Madhya Pradesh,SHIVPURI,2004,Rapeseed &Mustard,48765.0,0.790254099954625,848.1
Madhya Pradesh,SHIVPURI,2005,Rapeseed &Mustard,57995.0,0.7324635631109652,752.2
Madhya Pradesh,SHIVPURI,2006,Rapeseed &Mustard,36117.0,0.6620534159441277,1169.2
Madhya Pradesh,SIDHI,2004,Rapeseed &Mustard,2912.0,0.3597726711144057,848.1
Madhya Pradesh,SIDHI,2005,Rapeseed &Mustard,3496.0,0.4360733441436946,752.2
Madhya Pradesh,SIDHI,2006,Rapeseed &Mustard,3602.0,0.4520582329317269,1169.2
Madhya Pradesh,TIKAMGARH,2004,Rapeseed &Mustard,6460.0,0.4633481566489743,848.1
Madhya Pradesh,TIKAMGARH,2005,Rapeseed &Mustard,7100.0,0.4174997059861225,752.2
Madhya Pradesh,TIKAMGARH,2006,Rapeseed &Mustard,6379.0,0.4612436731742588,1169.2
Madhya Pradesh,UJJAIN,2004,Rapeseed &Mustard,13005.0,0.9282655246252676,848.1
Madhya Pradesh,UJJAIN,2005,Rapeseed &Mustard,7769.0,0.783560262228946,752.2
Madhya Pradesh,UJJAIN,2006,Rapeseed &Mustard,4468.0,0.8980904522613066,1169.2
Madhya Pradesh,UMARIA,2004,Rapeseed &Mustard,3120.0,0.4013894249324585,848.1
Madhya Pradesh,UMARIA,2005,Rapeseed &Mustard,2907.0,0.3858508096628616,752.2
Madhya Pradesh,UMARIA,2006,Rapeseed &Mustard,2549.0,0.347227898106525,1169.2
Madhya Pradesh,VIDISHA,2004,Rapeseed &Mustard,781.0,0.8639380530973452,848.1
Madhya Pradesh,VIDISHA,2005,Rapeseed &Mustard,800.0,0.866738894907909,752.2
Madhya Pradesh,VIDISHA,2006,Rapeseed &Mustard,800.0,0.8733624454148472,1169.2
Madhya Pradesh,ANUPPUR,2004,Rice,48614.0,0.4806319577640243,848.1
Madhya Pradesh,ANUPPUR,2005,Rice,109440.0,1.074911848192274,752.2
Madhya Pradesh,ANUPPUR,2006,Rice,99704.0,0.9853244917925862,1169.2
Madhya Pradesh,ASHOKNAGAR,2004,Rice,714.0,0.816,848.1
Madhya Pradesh,ASHOKNAGAR,2005,Rice,580.0,0.6839622641509434,752.2
Madhya Pradesh,ASHOKNAGAR,2006,Rice,543.0,0.6711990111248455,1169.2
Madhya Pradesh,BALAGHAT,2004,Rice,246491.0,1.0964902135231316,848.1
Madhya Pradesh,BALAGHAT,2005,Rice,365281.0,1.468785183517226,752.2
Madhya Pradesh,BALAGHAT,2006,Rice,299342.0,1.2038592088541415,1169.2
Madhya Pradesh,BARWANI,2004,Rice,1034.0,0.4501523726599913,848.1
Madhya Pradesh,BARWANI,2005,Rice,757.0,0.3394618834080717,752.2
Madhya Pradesh,BARWANI,2006,Rice,869.0,0.3886404293381038,1169.2
Madhya Pradesh,BETUL,2004,Rice,31475.0,0.7646987366375122,848.1
Madhya Pradesh,BETUL,2005,Rice,37968.0,0.900227617602428,752.2
Madhya Pradesh,BETUL,2006,Rice,40065.0,0.9833832408816456,1169.2
Madhya Pradesh,BHIND,2004,Rice,4098.0,2.280467445742905,848.1
Madhya Pradesh,BHIND,2005,Rice,7840.0,2.102440332528828,752.2
Madhya Pradesh,BHIND,2006,Rice,829.0,2.021951219512195,1169.2
Madhya Pradesh,BHOPAL,2004,Rice,376.0,0.6256239600665557,848.1
Madhya Pradesh,BHOPAL,2005,Rice,382.0,0.6496598639455783,752.2
Madhya Pradesh,BHOPAL,2006,Rice,411.0,0.6861435726210351,1169.2
Madhya Pradesh,BURHANPUR,2004,Rice,3764.0,1.0822311673375504,848.1
Madhya Pradesh,BURHANPUR,2005,Rice,3194.0,1.0309877340219495,752.2
Madhya Pradesh,BURHANPUR,2006,Rice,3122.0,1.0810249307479225,1169.2
Madhya Pradesh,CHHATARPUR,2004,Rice,10424.0,0.6647111337839561,848.1
Madhya Pradesh,CHHATARPUR,2005,Rice,9702.0,0.643368700265252,752.2
Madhya Pradesh,CHHATARPUR,2006,Rice,5017.0,0.4228402865571007,1169.2
Madhya Pradesh,CHHINDWARA,2004,Rice,15223.0,0.6711489286659025,848.1
Madhya Pradesh,CHHINDWARA,2005,Rice,16485.0,0.7643267804154302,752.2
Madhya Pradesh,CHHINDWARA,2006,Rice,16671.0,0.8109646349175463,1169.2
Madhya Pradesh,DAMOH,2004,Rice,36549.0,0.6866627839254513,848.1
Madhya Pradesh,DAMOH,2005,Rice,34397.0,0.6453713084918759,752.2
Madhya Pradesh,DAMOH,2006,Rice,28778.0,0.5403101648454808,1169.2
Madhya Pradesh,DATIA,2004,Rice,1147.0,0.6539338654503991,848.1
Madhya Pradesh,DATIA,2005,Rice,1592.0,0.9470553242117788,752.2
Madhya Pradesh,DATIA,2006,Rice,1230.0,0.845360824742268,1169.2
Madhya Pradesh,DEWAS,2004,Rice,413.0,0.602919708029197,848.1
Madhya Pradesh,DEWAS,2005,Rice,305.0,0.5058043117744611,752.2
Madhya Pradesh,DEWAS,2006,Rice,287.0,0.5354477611940298,1169.2
Madhya Pradesh,DHAR,2004,Rice,1222.0,0.5197788175244576,848.1
Madhya Pradesh,DHAR,2005,Rice,1175.0,0.5206025697828977,752.2
Madhya Pradesh,DHAR,2006,Rice,1054.0,0.5675821217016693,1169.2
Madhya Pradesh,DINDORI,2004,Rice,59160.0,0.7562799616490892,848.1
Madhya Pradesh,DINDORI,2005,Rice,66422.0,0.8487349859442883,752.2
Madhya Pradesh,DINDORI,2006,Rice,55661.0,0.7078220176252908,1169.2
Madhya Pradesh,GUNA,2004,Rice,729.0,0.8720095693779905,848.1
Madhya Pradesh,GUNA,2005,Rice,663.0,0.8381795195954488,752.2
Madhya Pradesh,GUNA,2006,Rice,673.0,0.8518987341772152,1169.2
Madhya Pradesh,GWALIOR,2004,Rice,30884.0,2.1095628415300545,848.1
Madhya Pradesh,GWALIOR,2005,Rice,40559.0,2.311976286838055,752.2
Madhya Pradesh,GWALIOR,2006,Rice,37380.0,2.3471053623006406,1169.2
Madhya Pradesh,HARDA,2004,Rice,1689.0,0.9134667387777176,848.1
Madhya Pradesh,HARDA,2005,Rice,1819.0,1.518363939899833,752.2
Madhya Pradesh,HARDA,2006,Rice,1100.0,1.5691868758915837,1169.2
Madhya Pradesh,HOSHANGABAD,2004,Rice,11298.0,0.9718709677419356,848.1
Madhya Pradesh,HOSHANGABAD,2005,Rice,18009.0,1.281596925704526,752.2
Madhya Pradesh,HOSHANGABAD,2006,Rice,20226.0,1.327862394957983,1169.2
Madhya Pradesh,INDORE,2004,Rice,14.0,0.5,848.1
Madhya Pradesh,INDORE,2005,Rice,10.0,0.5,752.2
Madhya Pradesh,INDORE,2006,Rice,12.0,0.5454545454545454,1169.2
Madhya Pradesh,JABALPUR,2004,Rice,78462.0,1.118648417450813,848.1
Madhya Pradesh,JABALPUR,2005,Rice,52292.0,0.8935901160306909,752.2
Madhya Pradesh,JABALPUR,2006,Rice,53470.0,0.8330736632182475,1169.2
Madhya Pradesh,JHABUA,2004,Rice,12841.0,0.5653839380063402,848.1
Madhya Pradesh,JHABUA,2005,Rice,10387.0,0.4615623889086385,752.2
Madhya Pradesh,JHABUA,2006,Rice,10592.0,0.4627348186981214,1169.2
Madhya Pradesh,KATNI,2004,Rice,84359.0,0.7642598296792897,848.1
Madhya Pradesh,KATNI,2005,Rice,93612.0,0.8476276711336472,752.2
Madhya Pradesh,KATNI,2006,Rice,50235.0,0.4599306006976552,1169.2
Madhya Pradesh,KHANDWA,2004,Rice,10536.0,0.8120231213872833,848.1
Madhya Pradesh,KHANDWA,2005,Rice,11092.0,0.8838951310861424,752.2
Madhya Pradesh,KHANDWA,2006,Rice,10606.0,1.0087502377782005,1169.2
Madhya Pradesh,KHARGONE,2004,Rice,2056.0,0.4185667752442997,848.1
Madhya Pradesh,KHARGONE,2005,Rice,1921.0,0.4418123275068997,752.2
Madhya Pradesh,KHARGONE,2006,Rice,2273.0,0.5981578947368421,1169.2
Madhya Pradesh,MANDLA,2004,Rice,74956.0,0.6566677763565959,848.1
Madhya Pradesh,MANDLA,2005,Rice,75748.0,0.6594064749767135,752.2
Madhya Pradesh,MANDLA,2006,Rice,74021.0,0.6489199424904443,1169.2
Madhya Pradesh,MANDSAUR,2004,Rice,4.0,0.5714285714285714,848.1
Madhya Pradesh,MANDSAUR,2005,Rice,2.0,0.3333333333333333,752.2
Madhya Pradesh,MANDSAUR,2006,Rice,1.0,0.5,1169.2
Madhya Pradesh,MORENA,2004,Rice,326.0,2.0,848.1
Madhya Pradesh,MORENA,2005,Rice,1125.0,2.094972067039106,752.2
Madhya Pradesh,MORENA,2006,Rice,889.0,1.9668141592920356,1169.2
Madhya Pradesh,NARSINGHPUR,2004,Rice,14953.0,1.066015541455764,848.1
Madhya Pradesh,NARSINGHPUR,2005,Rice,13931.0,1.0672642304451083,752.2
Madhya Pradesh,NARSINGHPUR,2006,Rice,14579.0,1.0715913267181183,1169.2
Madhya Pradesh,NEEMUCH,2004,Rice,5.0,0.4545454545454545,848.1
Madhya Pradesh,NEEMUCH,2005,Rice,12.0,0.5,752.2
Madhya Pradesh,NEEMUCH,2006,Rice,14.0,0.4827586206896552,1169.2
Madhya Pradesh,PANNA,2004,Rice,24883.0,0.3959171983643336,848.1
Madhya Pradesh,PANNA,2005,Rice,37701.0,0.6206436743764919,752.2
Madhya Pradesh,PANNA,2006,Rice,25502.0,0.4536350214347973,1169.2
Madhya Pradesh,RAISEN,2004,Rice,3622.0,0.613274635963427,848.1
Madhya Pradesh,RAISEN,2005,Rice,5108.0,0.6154958428726353,752.2
Madhya Pradesh,RAISEN,2006,Rice,8280.0,0.6694154741692943,1169.2
Madhya Pradesh,RAJGARH,2004,Rice,612.0,0.6408376963350786,848.1
Madhya Pradesh,RAJGARH,2005,Rice,432.0,0.499421965317919,752.2
